title,teaser,content,date,source,year,month,article_id,teaser_available,word_count,char_count,length_bin,year_bin,detected_lang,in_validation_sample
Abrüsten auf der Baustelle,Was braucht ein Haus für eine gute Energiebilanz? Bisher lautete die gängige Antwort: jede Menge Technik. Das ändert sich.,"Was braucht ein Haus für eine gute Energiebilanz? Bisher lautete die gängige Antwort: jede
Menge Technik. Das ändert sich.
Das große Aufregerthema dieses Sommers ist der Diesel. In all dem Wirbel um eine in
Verruf geratene Antriebstechnik, Schadstoffwerte, getäuschte Verbraucher, das Verhalten
der Automobilbranche und ihr Verhältnis zur Politik geht es im Kern immer auch um gestern
verschlafene technische Lösungen für die Mobilität von morgen. ""Und wenn wir nicht
aufpassen, verlieren wir auch unsere Vorreiterrolle beim Bauen"", fürchtet Stefan Krötsch.
Der Münchener ist Architekt - Spezialgebiete Holz- und Passivhausbau - und nennt sich
selbst einen ""Überzeugungstäter"", wenn es um energieeffizientes Bauen geht. Um dies ist
es in jüngster Zeit ziemlich ruhig geworden. Ja, sagt Krötsch, bei diesem Thema sei bei
vielen Kollegen im Jahr 15 der Energieeinsparverordnung (EnEV) und nach etlichen
Verschärfungen derselben einfach der Schwung raus.
Dabei sind viele Bauherren damit längst nicht durch und die Politik schon gar nicht. Seit
Jahren stehe Energieeffizienz für eine nennenswerte Käufergruppe ganz oben auf der
Prioritätenliste, heißt es etwa aus der Holzfertighausbranche. ""Und zwar deutlich über die
gesetzlichen Vorgaben hinaus"", präzisiert Detlef Bühmann von Schwörer Haus, dem
größten deutschen Hersteller. Bei Schwörer ist das Effizienzhaus 55 Standard, was durch
die Kombination aus Wärmepumpe und Lüftungsanlage nebst hochgedämmter Hülle
erreicht wird. Viele Bauherren aber fragten außerdem noch nach Photovoltaikanlagen fürs
Dach, Ladestationen für Elektrofahrzeuge, Stromspeichern und automatisierter
Haustechnik. ""Das autarke Haus fasziniert"", hat Bühmann in Verkaufsgesprächen
festgestellt.
Die Ambitionen Einzelner passen zum ehrgeizigen Ziel der Europäischen Union: Bis 2050
soll der Gebäudebestand klimaneutral sein, das heißt, der Energieverbrauch und damit
auch der Ausstoß des schädlichen Treibhausgases Kohlendioxid sollen drastisch sinken.
Über das Ziel wird kaum gestritten, aber die Frage, wie, mit welchem Aufwand und zu
welchem Preis es erreicht werden soll, hat zu ideologischen Grabenkämpfen geführt.
Beispiel Wärmedämmung: An keinem Thema erhitzen sich in diesem Zusammenhang die
Gemüter mehr - breite Publikumswirkung garantiert. Eine dichte Gebäudehülle ist für die
gute Energiebilanz eines Gebäudes im laufenden Betrieb zwingend. Und weil Altbauten oft

wahre Energieschleudern sind, liegt die Idee nahe, sie eben einfach rundherum zu
verpacken. Doch seit im Zuge der EnEV immer mehr alte Fassaden hinter
Wärmedämmverbundsystemen (WDVS) verschwunden sind und Häuser sich bis zur
Unkenntlichkeit verändert haben, tobt der Widerstand - gegen den Angriff auf die Baukultur
und die Tatwaffe: die Styroporplatte. Die ist nicht nur leicht entflammbar, sondern ökologisch
betrachtet ohnehin Nonsens - weswegen sie mittlerweile Sondermüllstatus genießt.
Im immer wieder aufflammenden Geätze und Gehäme über den ""Dämmwahnsinn"" und die
""Volksverdämmung"" geht aber dreierlei unter: Erstens ist die Mehrheit der Eigentümer
ohnehin zu dem Schluss gekommen, dass es sich für sie nicht lohnt, ihre alte Bude auf ein
Energiespar-Vorzeigehaus zu trimmen. Jährlich werden weniger als ein Prozent der
Bestandsimmobilien in Schuss gebracht. Zweitens ist aber nicht jeder Altbau mit einer so
hervorragenden Bausubstanz gesegnet, dass er keiner Dämmung bedarf. Die Käufer von
Nachkriegsbauten können ein Lied davon singen. Drittens muss es ja nicht unbedingt ein
Wärmedämmverbundsystem sein, mit dem man ein altes Gemäuer energetisch in Schuss
bringt oder einen Neubau EnEV-konform errichtet. Es gibt Alternativen wie Holzfaserplatten,
Dämmsysteme aus Hanf, Kork, Zellulose. Und es lohnt, ausgetretene und bequeme Pfad zu
verlassen.
""Überzeugungstäter"" Stefan Krötsch etwa hat bei der Sanierung seines eigenen Hauses
eine Pfosten-Riegel-Konstruktion aus Holz gewählt, die mit Mineralwolle gefüllt ist und
hinterlüftet wird. Dachrinnen, Fallrohre und Markisen hat er dort ebenfalls untergebracht und
als Wetterschutz Stoffbahnen aus Polyethylen gewählt, die angetackert wurden. Es war ein
Experiment, der Kunststoff als nicht biogenes Material ein Kompromiss und dazu der
Beweis, dass eine solche Maßnahme auch gestalterisch reizvoll sein kann.
Ohne Kreativität, aber auch Pragmatismus kommt man insgesamt nicht weiter. Diese
Erfahrung haben Julia Buschlinger und Jan Dechow mit ihrem Büro Mind AC im hessischen
Bischofsheim gemacht. Den beiden Anfangdreißigjährigen sind ideologische Grabenkämpfe
fremd. Derzeit bekommen sie für ihr erstes gemeinsames Projekt viel Aufmerksamkeit, was
auch daran liegt, dass das Haus - im Zentrum der Kleinstadt auf einem nur 225
Quadratmeter großen Grundstück gelegen - so geplant ist, dass es Einfamilienhaus wie
auch Büro sein kann, und so dem Wunsch nach Flexibilität und leichter Umnutzung
Rechnung trägt.
Das junge Team, das ganz selbstbewusst den Anspruch hat, Signale zu setzen, hat sich
dafür entschieden, ausschließlich Holz als ästhetisches, konstruktives und dämmendes
Material zu verwenden. Die Architektin hatte zuvor in einem anderen Büro an der Planung
eines Kindergartens mitgearbeitet - der als Naturparadies gepriesene Bau entstand aus
Beton mit Styropordämmung. Das habe für sie nicht zusammengepasst, sagt sie. Und weil
der Holzbau beide reizte, fiel ihre Wahl auf Brettsperrholz. Das Thema Nachhaltigkeit habe
für sie ganz oben gestanden, sagt Julia Buschlinger. ""Aber wir sind keine hardcore Ökos,
alles, was wir gemacht haben, hat eine sachliche Begründung, und manchmal waren auch

Kompromisse nötig.""
Aus Sicht ihres Kollegen Krötsch könnte noch viel mehr Neues gewagt werden: ""Aber die
Branche hängt immer noch bequem an ihren alten Gestaltungsbildern, anstatt neue
Lösungen zu suchen"", kritisiert der Münchener. Dazu komme die Haltung ""wir sind ohnehin
schon so gut, das bringt alles nichts mehr"".
Tatsächlich schlägt in dieser Hinsicht das Pendel zurück. Thomas Stark vom Büro ee
concept GmBH in Darmstadt wundert das nicht. Auch er ist Überzeugungstäter. Seit fast
zwanzig Jahren treibt den Planer in seiner Arbeit die Frage um, wie man die Energiebilanz
eines Gebäudes optimieren kann. ""Ich war fasziniert von der Idee, dass ein Gebäude auf
innere und äußere Verhältnisse wie das Bewohnerverhalten, Tag und Nacht, die
Jahreszeiten reagiert"", erzählt er. War - weil ihm bewusst geworden ist, dass eine immer
komplexere Technik nötig ist, um das letzte bisschen Energie einzusparen.
Es war ein kleines Plusenergiehaus, 60 Quadratmeter groß, das ihn zum Umdenken
brachte. Das zu Forschungszwecken errichtete Gebäude ist mit Technik vom Feinsten
ausgestattet: Hybridkollektoren auf dem Dach, zweistufiger Wärmepumpe, zwei Speichern,
einem Heiz- und Kühldeckensystem mit integriertem Wärmetauscher, Steuerung, Reglern,
Lüftungsanlage, Fußbodenheizung und Wärmerückgewinnung. ""Es wird so viel Technik -
inzwischen würde ich sagen Mist - verbaut, allein schon das hydraulische System, die
ganze Steuerung"", sagt Stark. Dafür müsse ein Server 24 Stunden das ganze Jahr über
laufen. Wenn der Hilfsenergiebedarf für Steuerungsgeräte jedoch so hoch sei wie
Heizenergiebedarf, dann konterkariere das alles.
Auch das Büro Mind AC stand vor der Frage, wie viel Technik in ihrem 145 Quadratmeter
großen Neubau zum Einsatz kommen sollte. Die Wahl fiel auf eine Wärmepumpe. Eine
kontrollierte Lüftungsanlage mit Wärmerückgewinnung gibt es dagegen nicht, dafür den
altbewährten ""Kamineffekt"", das heißt die Fensteröffnungen sind so gesetzt, dass ein
gezielter Durchzug zwischen Erd- und Obergeschoss möglich ist. ""Am Ende steht die
Frage, was man wirklich braucht"", sagt Julia Buschlinger. ""Und das ist weniger, als man
denkt - gerade bei der Technik.""
Planer Stark fordert mittlerweile: ""Bauen muss wieder einfacher werden."" Was in seinem
Fall keineswegs heißt, es jetzt mal mit der Energieeffizienz und Ökologie gut sein zu lassen.
Im Gegenteil. Es müssen aus seiner Sicht aber zum Teil andere Lösungen her - und andere
Fragen gestellt werden. Zum Beispiel: Was wäre die am einfachsten mögliche
Energieversorgung? Und wie kann der Nutzer darauf einwirken - ohne überfordert zu sein?
Gegenwärtig beschäftigt sich Stark mit dem Thema Infrarotheizung. Für eine
Baugenossenschaft in Darmstadt hat er ein Gebäude mit möglichst einfacher Heiztechnik
entworfen. Dazu wird eine Platte an die Wand gehängt, hinter der Heizdrähte liegen. Diese
erwärmt nicht die Luft, sondern strahlt die Oberflächen im Raum an. ""Das schafft
Behaglichkeit"", verspricht Stark. Bei einem herkömmlichen Heizsystem bleiben im Winter

die Wände immer kalt, bei der Infrarotheizung dagegen ist das anders. Betrieben wird das
Heizsystem mit Strom. ""Noch haben Stromheizungen einen schlechten Ruf, aber in einem
regenerativen System wäre das anders, und das wird kommen"", ist sich der Planer sicher.
Bei den Kriterien, die für die Energiebilanz eines Gebäudes entscheidend sind, standen der
Ressourcenverbrauch und Kohlendioxidausstoß bei der Herstellung von Baustoffen und
ihrer Entsorgung bislang im Hintergrund. Welchen Lebenszyklus haben Materialien? Wie
steht es um die Wiederverwertbarkeit und Rückbaubarkeit all der hochkomplexen
Energiesparhäuser? Für Architekten wie Stark und Krötsch ist das eine der wichtigsten
Zukunftsaufgaben - das Gebäude von heute als Rohstofflager von morgen. Das setzt
allerdings möglichst schadstofffreie Materialien voraus. Und neuen Schwung. ""Nur,
einfacher macht es die ganze Sache nicht"", seufzt Stark.
Bildunterschrift: Möglichst viel Holz, möglichst wenig
Technik: Neubau aus Brettsperrholz im hessischen
Bischofsheim nach einem Entwurf von Mind AC
Haus Krötsch: Folie statt WDVS",2017-08-20,Frankfurter Allgemeine Zeitung,2017,2017-08,ART_0246,True,1362,9656,long,2015-2017,de,True
Brexit treibt den britischen Fertighausbau,"Eine lange, inzwischen aber eingeschlafene Tradition soll wiedererweckt werden: der Fertighausbau in Großbritannien. Er könnte dem durch den Brexit absehbaren Mangel an europäischen Bauarbeitern abhelfen.","Eine lange, inzwischen aber eingeschlafene Tradition soll wiedererweckt werden: der
Fertighausbau in Großbritannien. Er könnte dem durch den Brexit absehbaren Mangel an
europäischen Bauarbeitern abhelfen.
P.O. LONDON, 8. Dezember. Auf den Britischen Inseln haben Fertighäuser eine
ungewöhnlich lange Geschichte. Die allerersten Anfänge reichen zurück bis in das 12.
Jahrhundert, als die Normannen aus Frankreich auf ihren Schiffen die ersten hölzernen
Fertighäuser mitbrachten. Diese historische Entwicklung ließ sich in jüngerer Zeit genau
dokumentieren. Um das Jahr 1850 entwickelte der Altmeister der britischen Ingenieure,
Isambard Brunel, Fertighäuser für den Einsatz als Lazarette in Kriegsgebieten des
Imperiums. Kommerziell kamen Fertighäuser dann zu Beginn des 20. Jahrhunderts auf den
Markt. Den bisherigen Höhepunkt des Fertighausbaus brachten die ersten Jahre nach dem
Ende des Zweiten Weltkriegs. Denn sie dienten der Unterbringung der Menschen aus
zerbombten Wohnungen und Häusern. In nur vier Jahren entstanden insgesamt 156 000
Fertighäuser eines sehr einfachen, damals von Winston Churchill erdachten Typs in und
rund um London. Dazu gab es seinerzeit sogar Kirchen in Fertighaus-Bauweise. Die
Lebenserwartung dieser Bauten veranschlagten die Behörden damals auf zehn Jahre.
Einige dieser kleinen Bungalows stehen aber heute noch. Einzelne Exemplare haben sogar
den Weg in Museen geschafft.
Nach diesem ersten Boom sind in Großbritannien allerdings nur in bescheidenem Umfang
Fertighäuser hinzu gekommen. Ein großes Hindernis war und ist die Planung vieler
Gemeinden: denn diese sehen Fertighäuser nicht gern, weil sie sich im Stil oft nicht an die
sonst vorherrschenden Bauten anpassen. Einige deutsche wie skandinavische Fertighaus-
Anbieter haben trotzdem den Sprung auf die Britischen Inseln gewagt. Ihr Markterfolg hält
sich aber in engen Grenzen.
Aber all das scheint sich nun zu ändern. Dazu gibt es privatwirtschaftliche wie öffentliche
Anstöße. Legal & General, einer der größten britischen Versicherungskonzerne, baut
gegenwärtig als sogenannte Infrastruktur-Kapitalanlage ein größeres Fertighauswerk. Dort
lässt der Konzern künftig Ein- und Mehrfamilienhäuser in Serie bauen. Zu kompletten
Siedlungen zusammengestellt, wirken sie nicht mehr als einzelne Fremdkörper in einer
herkömmlichen Bebauung. 4000 solcher Wohneinheiten im Jahr sind geplant. Unter den
großen Bauträgern des Landes verfügt Persimmon über ein Werk, das zwar bisher keine
Fertighäuser, wohl aber große Gebäudeelemente für den eigenen Bedarf fertigt.

Die öffentliche Hand hat vor einigen Monaten einen mit drei Milliarden Pfund oder knapp 3,5
Milliarden Euro dotierten Home Building Fund aufgelegt. Mit einem Teil dieses Geldes will
London den Fertighausbau fördern. Zugleich hat die britische Regierung angekündigt, bald
mit weiteren Fördermaßnahmen auf diesem Gebiet aufwarten zu wollen. Dahinter stecken
zwei Motive: Zum einen will sie den Bau von Eigenheimen möglichst stark beschleunigen,
aber zugleich den Auftrieb der Baukosten nachhaltig bremsen. Derzeit werden auf den
Britischen Inseln Jahr für Jahr rund 200 000 Wohneinheiten neu gebaut, die meisten davon
als Einfamilienhäuser. Um dem Bevölkerungswachstum und der bislang trotz des Brexit-
Referendums weiter anhaltenden Wohnungsknappheit Herr zu werden, strebt die Regierung
danach, bis zum Jahre 2020 rund eine Million Wohneinheiten neu zu schaffen. Das soll zu
einem nennenswerten Anteil über Fertighäuser geschehen.
Ungeachtet des hohen Entwicklungsstands im herkömmlichen Einfamilienhausbau ist das
Regierungsziel aber mit den bisherigen Verfahren nicht zu schaffen. Vor allem mangelt es
an Fachkräften, die bislang großenteils aus der EU nach Britannien kommen. Wenn der
angestrebte Austritt aus der EU aber den Zuzug stark einengt, ist eine Ausweitung des
herkömmlichen Wohnungsbaus kaum zu schaffen. Die britische Regierung sieht deshalb
gerade für den einheimischen Arbeitsmarkt Vorteile durch den Fertighausbau. In Gegenden
mit niedriger Beschäftigungsquote könnten neu gebaute Fertighauswerke Arbeitsplätze
schaffen, während die konventionellen Baumethoden die Arbeitskräfte vor allem in den
Ballungszentren erfordern, wo diese besonders knapp und damit teuer sind.
Zu den Hindernissen, die sich besonders dem Bau von größeren Zahlen von Fertighäusern
entgegenstellen, gehört allerdings nicht nur das gemeindliche Planungsrecht, dessen
Anpassung überfällig ist, sondern vor allem auch die Haltung vieler Hypothekengeber. Da
sich das Angebot preisgünstiger Fertighäuser und -wohnungen vor allem an junge
Ersterwerber richten soll, kann dies künftig einen höheren Anteil von Hypotheken am
Kaufpreis bedeuten. Genau dort setzen die Bedenken ein: Es geht vor allem darum
einzuschätzen, wie sich der Wiederverkaufswert der Fertighäuser entwickelt. Für die
Hypothekengeber ist das ein sehr wichtiger Punkt. Deshalb plant die Regierung, dem durch
besonders hohe Qualitätsstandards und -kontrollen im Fertighausbau Rechnung zu tragen.
Bildunterschrift: Nach einer Idee von Churchill: Eines
von gut 150 000 britischen Fertighäusern aus der
Nachkriegszeit",2016-12-09,Frankfurter Allgemeine Zeitung,2016,2016-12,ART_0183,True,697,5116,long,2015-2017,de,True
Druck auf öffentliche Bauten,"Schärfere Energiestandards auf Kosten der Gemeinden ami. BERLIN, 12. Januar. Die Bundesregierung plant schärfere Energieeffizienzvorgaben für öffentliche Gebäude. Die sind in einem neuen ""Gebäudeenergiegesetz"" vorgesehen, das bisherige Vorgaben für Energieeinsparungen ergänzt und zusammenfasst. Das geht aus dem dieser Zeitung vorliegenden Entwurf hervor. In dem Gesetz wird für neue öffentliche Gebäude der höhere ""KfW-Effizienzhausstandard 55"" zur Norm erhoben. Der Energieverbrauch in diesen Gebäuden soll um 45 Prozent unter dem eines Referenzhauses liegen. Die Festlegung dieses Standards unterstreiche die Vorbildfunktion der öffentlichen Hand beim energieeffizienten, klimagerechten und nachhaltigen Bauen, heißt es in dem","Schärfere Energiestandards auf Kosten der Gemeinden
ami. BERLIN, 12. Januar. Die Bundesregierung plant schärfere Energieeffizienzvorgaben
für öffentliche Gebäude. Die sind in einem neuen ""Gebäudeenergiegesetz"" vorgesehen, das
bisherige Vorgaben für Energieeinsparungen ergänzt und zusammenfasst. Das geht aus
dem dieser Zeitung vorliegenden Entwurf hervor. In dem Gesetz wird für neue öffentliche
Gebäude der höhere ""KfW-Effizienzhausstandard 55"" zur Norm erhoben. Der
Energieverbrauch in diesen Gebäuden soll um 45 Prozent unter dem eines Referenzhauses
liegen. Die Festlegung dieses Standards unterstreiche die Vorbildfunktion der öffentlichen
Hand beim energieeffizienten, klimagerechten und nachhaltigen Bauen, heißt es in dem
Entwurf der Ministerien für Wirtschaft sowie Umwelt und Bauen.
Mehrfach wird in dem Papier bekräftigt, dass das nicht automatisch auch auf eine
Verschärfungen für private Bauherren hinauslaufen werde: ""Sie bedeutet keine
Vorfestlegung für die Definition des Niedrigstenergiegebäudestandards für den privaten
Neubau, der in der zweiten Stufe festzulegen ist."" Man werde den Gesetzesvorschlag zur
Festlegung für Niedrigstenergiegebäude für den privaten Neubau so vorlegen, dass der
Standard rechtzeitig vor dem Jahre 2021 gesetzlich festgelegt werden könne.
Die vorgesehene Anhebung der Energieeffizienzstandards dürfte die Baukosten im Schnitt
um 2,5 Prozent steigen lasse, heißt es in dem Entwurf. Auf den Staat kämen damit
Mehrkosten von 112 Millionen Euro im Jahr, gemessen an 2015, zu, wovon etwa drei Viertel
auf die Gemeinden entfielen. Da den Kosten Einsparungen gegenüberstünden, sei die
Wirtschaftlichkeit generell sichergestellt. Dennoch wird den Kommunen zugesichert, dass
sie über Härtefallregelungen von dem hohen Effizienzstandard abweichen könnten, falls er
nicht wirtschaftlich darstellbar sei.
Die Immobilienwirtschaft lobte das Wirtschaftlichkeitsgebot im Gesetz. Zweifel bestehen
dort allerdings am neuen Standard. ""Der KfW-55-Standard überschreitet die Grenzen des
technisch Möglichen bei bestimmten Nichtwohngebäuden"", sagte Andreas Mattner, der
Präsident des Spitzenverbands Zentraler Immobilien Ausschuss (ZIA), dieser Zeitung. Er
fügt hinzu: ""Die Auflage ist also nicht nur unverhältnismäßig, sondern schlichtweg in der
Praxis nicht darstellbar."" Der Gesetzgeber sollte besser die Energieeinsparungsverordnung
2016 als Niedrigstenergiegebäudestandard definieren, um eine weitere Verteuerung der
Herstellungskosten und neue Verstöße gegen das Prinzip der Technologieoffenheit zu
unterbinden.

Für private Hausbesitzer bringt das neue geplante Gebäudeenergiegesetz dennoch
Veränderungen. So sind künftig auch die Kohlendioxidemissionen eines Gebäudes im
Energiepass anzugeben. Damit sollen Klimawirkungen besser berücksichtigt werden. Auch
sollen an die Ausweise ""strengere Sorgfaltspflichten"" angelegt werden.",2017-01-13,Frankfurter Allgemeine Zeitung,2017,2017-01,ART_0190,True,357,2862,medium,2015-2017,de,True
Mietrecht,"Was tun, wenn der Nachbar stinkt?","Es gibt viele Dinge, die Menschen an ihren Nachbarn auszusetzen
haben. Doch was tun, wenn unerträgliche Gerüche in den Flur oder
die eigene Wohnung dringen?
Ein Odeur aus exotischen Gewürzen und Hundeschnauze erfüllt das Treppenhaus,
Zigarettenqualm weht vom Nachbarbalkon herüber, und unter dem Küchenfenster müffelt
die faulige Biomülltonne. Es gibt viele Dinge, die Menschen gewaltig stinken können, wenn
sie mit anderen zusammenleben. Welche Duftnoten von nebenan müssen Mieter dulden,
welche Gerüche sind unzumutbar, und welche Rechte hat man, dagegen vorzugehen?
In der eigenen Wohnung darf zunächst jeder machen, was er will, es darf sogar stinken, so
lange der Geruch in den eigenen vier Wänden bleibt - der Mieter hat das Hausrecht . Dringt
der Mief aber in den Flur oder gar bis in die Wohnungen der Mitmieter, sieht die Sache
anders aus. Sind Gerüche so penetrant, dass ein Mieter sein Zuhause nur noch teilweise
oder gar nicht nutzen kann, liegt ein Mangel vor. Das trifft vor allem zu, wenn es sehr stark,
häufig und/oder über eine lange Zeit hinweg stinkt.
(======================= Linkliste =======================)
Entscheidend ist, wonach es riecht: Entstehen im Haus Gerüche durch haushaltsübliche
Tätigkeiten wie Kochen oder Wäschewaschen, müssen die anderen Bewohner sie in der
Regel hinnehmen. In Ausnahmefällen können Kochgerüche eine erhebliche Belästigung
darstellen, urteilte das Landgericht Essen, wenn sie das sozial verträgliche Maß wesentlich
überschreiten. Wenn der Mieter etwa tagsüber eine Großküche betreibt oder die
Ausdünstungen ständig ins Treppenhaus entlüftet, ist eine Grenze überschritten.
Das Rauchen in Flur oder Treppenhaus ist untersagt. Auch Mietern, die ihren
Zigarettenqualm ins Treppenhaus abziehen lassen, kann gekündigt werden, urteilte der
Bundesgerichtshof (BGH). Im Einzelfall könne eine Geruchsbelästigung der Mieter durch
Zigarettenrauch den Hausfrieden stören, wenn die Beeinträchtigung ein unerträgliches und
gesundheitsgefährdendes Ausmaß erreicht, entschieden die Bundesrichter (Az.: VIII ZR
). Das Rauchen auf dem Balkon ist ebenfalls nicht mehr uneingeschränkt erlaubt.

Richter prüfen künftig vor Ort, ob der Zigarettenrauch vom Balkon nebenan wesentlich stört.
Falls ja, kann das Rauchen auf feste Zeiten begrenzt werden (BGH, V ZR ).
Mangelnde Körperhygiene als Kündigungsgrund?
Auch wer mangelhaft Körperhygiene betreibt und so lange Müll hortet, bis der Gestank in
den Flur zieht, störe nachhaltig den Hausfrieden, befanden die Amtsgerichte Wetzlar und
Saarbrücken und urteilten: Ändern die Mieter ihr Verhalten nach einer Abmahnung nicht
innerhalb einer gesetzten Frist, sei eine fristlose Kündigung rechtens (Az.: 38 C
(38), Az.: 37 C ).
Hunde und Katzen sind übliche Haustiere. Dürfen die Mitbewohner diese Tiere
grundsätzlich halten, so können sich Mieter nicht beschweren, wenn es im Hausflur mal
nach nassem Hund riecht - solange es sich nicht um Urin- oder Fäkalgeruch handelt.
Anders sieht es aus, wenn die Nachbarn unübliche Tiere wie etwa ein nicht kastriertes
Frettchen besitzen, urteilte das Amtsgericht Köln (Az.: 201 C ). Bei erlaubten Tieren
kommt es auf die Menge an: Ein Mieter klagte gegen den Gestank von 27 Katzen seiner
Nachbarin und bekam recht. Sie musste alle bis auf zwei Tiere abschaffen (Az.: 5 U
).
(================== Sharelinebox ==================)
Fühlt sich ein Mieter durch Ausdünstungen von nebenan gestört, sollte er den Mangel
zuerst dem Vermieter melden. Um eine Geruchsbelästigung zu beweisen, genügt eine
Schilderung von Dauer, Intensität und Häufigkeit des Gestanks. Aussagen von Zeugen sind
hilfreich. Der Bewohner setzt dem Eigentümer eine Frist, innerhalb deren er die Ursache
beseitigen muss. Der Vermieter ist verpflichtet, den Mangel zu beheben - egal ob er selbst
dafür verantwortlich ist. Kommt er dem nicht nach, darf der Mieter einen Geruchsgutachter
beauftragen, der die Belästigung feststellt, und dem Vermieter die Kosten in Rechnung
stellen, entschied das Landgericht Berlin (Az.: 65 S ). Außerdem kann der Bewohner
gegebenenfalls die Miete reduzieren. Wie hoch die Mietminderung ausfällt, hängt vom
Einzelfall ab. Wer auf Nummer Sicher gehen will, lässt sich vom Fachanwalt oder
Mieterbund beraten.
F.A.S.

mieft-15158779.html",2017-08-19,Frankfurter Allgemeine Zeitung,2017,2017-08,ART_0245,True,616,4248,long,2015-2017,de,True
Die Maklergebühren sind angemessen,"Über den Ruf von Wohnungsvermittlern, das Bestellerprinzip beim Kauf und den Zyklus Maklergebühren spielen bei den Nebenkosten eines Wohnungskaufs neben der Grunderwerbsteuer die Hauptrolle. Sind die durchschnittlich bis zu 7 Prozent für Makler gerechtfertigt, oder spielt da der Mangel an Wettbewerb eine Rolle?","""Die Maklergebühren sind angemessen""
Über den Ruf von Wohnungsvermittlern, das Bestellerprinzip beim Kauf und den Zyklus
Maklergebühren spielen bei den Nebenkosten eines Wohnungskaufs neben der
Grunderwerbsteuer die Hauptrolle. Sind die durchschnittlich bis zu 7 Prozent für Makler
gerechtfertigt, oder spielt da der Mangel an Wettbewerb eine Rolle?
Bei der privaten Vermittlung von Kaufobjekten sind bundeslandabhängig Größenordnungen
von 4 bis 6 Prozent üblich. Die Honorare schließen oft monatelange Tätigkeiten ein, wie die
umfassende Objektaufbereitung, Unterlagenrecherchen sowie Standort-, Wert- und
gutachterliche Analysen. Zudem ist neben der Vertragsaufbereitung die Beschaffung
sämtlicher bankspezifischer Unterlagen Teil der Dienstleistung. Daher sind Honorare, die
übrigens nur bei erfolgreicher Vermittlung entrichtet werden, angemessen - insbesondere
vor dem Hintergrund der deutlichen Professionalisierung von vielen Marktteilnehmern durch
die Integration von Fachkräften wie Immobilienkaufleuten, -ökonomen, Bauingenieuren oder
zertifizierten Gutachtern.
Sollte das Bestellerprinzip auch beim Kauf eingeführt werden?
Die eigentliche Frage ist doch: Wer muss vor wem geschützt werden? Beim Bestellerprinzip
für Mietwohnungen standen Überlegungen des Verbraucherschutzes im Vordergrund. Der
Mieter mit schwacher Verhandlungsposition soll vor dem ""übermächtigen"" Vermieter
geschützt werden. Diese Sichtweise ist schon bei Mietwohnungen fraglich. Bei
Kaufimmobilien wird es noch deutlicher: Wer ist der schützenswerte Verbraucher? Dieser
sitzt genauso auf Verkäuferseite (die ihr Einfamilienhaus verkaufende Rentnerin) wie auf
Käuferseite (die junge, berufstätige Familie). Es gibt keinen überzeugenden Grund, in den
funktionierenden Markt einzugreifen, zumal - anders als die Grunderwerbsteuer - die
Maklerprovisionen in den letzten Jahrzehnten prozentual nicht gestiegen sind.
Halten Sie die Beobachtung für richtig, dass die Einführung des Bestellerprinzips auf dem
Mietwohnungsmarkt nicht nur sinnvoll war, sondern auch den Ruf der Makler verbessert
hat?
Durch das Bestellerprinzip bei Mietwohnungen wurde kleineren und Kleinstbetrieben häufig
die wirtschaftliche Basis entzogen. Ob sich der Ruf dadurch verbessert hat, lässt sich
schwer beurteilen. Größere, leistungsstarke Betriebe können ihre Dienstleistung weiterhin

sicherstellen. Gerade im Bereich der Wohnungsvermietung sind Kenntnisse zum Miet- und
Privatrecht vonnöten, um eine adäquate Beratung sicherzustellen. Viele Eigentümer
verpflichten zudem ihren Immobilienberater zu einer nachhaltigen Mieterauswahl, so dass
viele Termine und Beratungsgespräche notwendig sind. Von daher gilt es, mit dem Vorurteil,
es handle sich um ein ""schnelles Geschäft"", aufzuräumen.
Experten warnen immer wieder vor der Gefahr einer Immobilienblase. Besonders in den
deutschen Ballungsräumen sind die Immobilienpreise weiter teilweise stark gestiegen. Wie
beurteilen Sie diese Entwicklung?
Getrieben durch die günstigen Zinsen, hat sich linear auch die Kaufpreisbereitschaft der
Käufer nach oben verändert. Die Ausweitung der Geldmenge und die gesunkenen Zinsen
haben die Entwicklung beschleunigt. Man sollte jedoch nicht vergessen, dass sich nach der
Jahrtausendwende über einen längeren Zeitraum die Preise auch in Ballungszentren stabil
und teilweise rückläufig verhalten haben. Aktuell sehen wir, bezogen auf demographisch
stabile und prosperierende Standorte, keine Immobilienblase, aber das Hoch im Zyklus ist
sicherlich fast erreicht. Eine besondere Aufmerksamkeit bei der Preisfindung ist in
ländlichen und demographisch sich unterdurchschnittlich entwickelnden Regionen wichtig.
Das galt aber auch in der Vergangenheit. Metropolen werden nach unserer Überzeugung
weiterhin die Gewinner der Wanderungsbewegungen und stabilen Wertentwicklung sein.
Gleiches kann aber auch für Gemeinden gelten, die infrastrukturell sehr gut im Umland
angebunden sind, eine attraktive Lage in einer Metropolregion aufweisen und durch ein
noch attraktiveres Preisniveau punkten können.
Die Fragen stellte Michael Psotta.",2017-07-21,Frankfurter Allgemeine Zeitung,2017,2017-07,ART_0239,True,512,4068,medium,2015-2017,de,True
